,Post,Caption,Date,likes,id_father,id_child,username;
"452,B166OkVBPJR,@jason_boatright 😂😂😂,""Sep 3, 2019"",1,17910157273349927,,cbowmanone";
"453,B166OkVBPJR,@billylea amazing,""Sep 3, 2019"",0,18079222192108269,17911115074345810,iamkristinschaefer";
"454,B166OkVBPJR,@kristinsutah,""Sep 3, 2019"",1,18079222192108269,,billylea";
"455,B166OkVBPJR,@_lucidmelody,""Sep 3, 2019"",0,17853820840526807,,alcindarella";
"456,B166OkVBPJR,@ninosmout dit doe jij altijd😂,""Sep 3, 2019"",0,17844872743606443,,esmeenijssenn";
"457,B166OkVBPJR,@makinpowell 😁,""Sep 3, 2019"",0,18061506289146914,,insta_j.j";
"458,B166OkVBPJR,@jeep @teslamotors y’all should make a car together,""Sep 3, 2019"",0,17852707162528836,,abiiihilton";
"459,B166OkVBPJR,@graciegilkeyy ✌🏼,""Sep 3, 2019"",0,17880715900420791,,rickydepass";
"460,B166OkVBPJR,🇷🇸🇷🇸🇷🇸,""Sep 3, 2019"",1,17921220148326215,,delije.arcz";
"461,B166OkVBPJR,Just stopping thru to show support to your page. 💪🏾,""Sep 3, 2019"",1,17845586965608618,,heavyartillerybeatz";
"462,B166OkVBPJR,@vgranberry meeee 😂,""Sep 3, 2019"",1,17865839359472465,17849434327561339,nathaliegiragossian";
"463,B166OkVBPJR,@nathaliegiragossian,""Sep 3, 2019"",1,17865839359472465,,vgranberry";
"464,B166OkVBPJR,@sunshak hey!!!!,""Sep 3, 2019"",0,17847061300600360,18060845218153400,dianaagco";
"465,B166OkVBPJR,@dianaagco,""Sep 3, 2019"",0,17847061300600360,,sunshak";
"466,B166OkVBPJR,@fortitudo113,""Sep 3, 2019"",0,17880536107424003,,huzi____";
"467,B166OkVBPJR,Why can’t your reactions be like this? 😕😂 @cinndyvalencia,""Sep 3, 2019"",0,18088004284076150,,mon__9";
"468,B166OkVBPJR,Awesome 💪🏽,""Sep 3, 2019"",1,17869640944459356,,elektricars.llc";
"469,B166OkVBPJR,@briantreks 😀,""Sep 3, 2019"",1,18088196545077986,17916745039335863,fonsecaeder";
"470,B166OkVBPJR,@fonsecaeder,""Sep 3, 2019"",1,18088196545077986,,briantreks";
"471,B166OkVBPJR,The battery died immediately after this,""Sep 3, 2019"",1,17927426788308937,,aaronkapustinsky";
"472,B166OkVBPJR,What’s happening?),""Sep 3, 2019"",1,18069504976140720,,dov_alore";
"473,B166OkVBPJR,This sounds🤤🤤🤤,""Sep 3, 2019"",1,18089132743076002,,simon_brrtsch";
"474,B166OkVBPJR,@simon_brrtsch 😂✌🏼,""Sep 3, 2019"",0,18095525449049809,17917317064335493,carswithoutgas";
"475,B166OkVBPJR,Love the engine sound and litres per mile of this car,""Sep 3, 2019"",1,18095525449049809,,simon_brrtsch";
"476,B166OkVBPJR,@ankiliq,""Sep 3, 2019"",0,17844220648628545,,ebrahimi_alex";
"477,B166OkVBPJR,@chloekisela,""Sep 3, 2019"",1,17858490379511988,,jingle_94_";
"478,B166OkVBPJR,@gregoryborst omg every time 😭 Also probably the reason why the girls want me to get a Tesla too 😂,""Sep 3, 2019"",1,17885962909406462,18067633642138364,christine_e_bee";
"479,B166OkVBPJR,@christine_e_bee,""Sep 3, 2019"",0,17885962909406462,,gregoryborst";
"480,B166OkVBPJR,All.the.time!,""Sep 3, 2019"",1,18051983980170687,,seerude";
"481,B166OkVBPJR,😂,""Sep 3, 2019"",1,18097175008055748,,guillrobb";
"482,B166OkVBPJR,@juli.steph 😂,""Sep 3, 2019"",1,18099217444048113,,joeripeet";
"483,B166OkVBPJR,@lucasrymer 😂,""Sep 3, 2019"",0,18076877632115152,18062621614183962,carswithoutgas";
"484,B166OkVBPJR,She just gets more and more undressed 😂,""Sep 3, 2019"",1,18076877632115152,,lucasrymer";
"485,B166OkVBPJR,@selinamalu,""Sep 3, 2019"",0,18072103066121721,,ben_t_jessen";
"486,B166OkVBPJR,@baxcifjo,""Sep 3, 2019"",0,17871925456450336,,undivided1978";
"487,B166OkVBPJR,@dr.rafaelguilhen Amen!,""Sep 3, 2019"",0,18096900073013638,17971695835286890,carswithoutgas";
"488,B166OkVBPJR,""@carswithoutgas i was ironic, of course 😃"",""Sep 3, 2019"",1,18096900073013638,17847206473602864,dr.rafaelguilhen";
"489,B166OkVBPJR,""Women don't like money. They like love and passion, and flowers."",""Sep 3, 2019"",1,18096900073013638,,dr.rafaelguilhen";
"490,B166OkVBPJR,@dadjar looking forward 😊,""Sep 3, 2019"",1,17892108574387518,,stellahmzi";
"491,B166OkVBPJR,Explicit sensations 😎,""Sep 3, 2019"",1,18060453676155896,,dabidoze";
"492,B166OkVBPJR,@clemencelouz,""Sep 3, 2019"",1,17902624009366045,,geo.demeyer";
"493,B166OkVBPJR,@clemencelouz,""Sep 3, 2019"",0,18031124119207225,,geo.demeyer";
"494,B166OkVBPJR,""Keep on doing that, you’d better check how much a replacement battery pack will cost..."",""Sep 3, 2019"",1,18066977854090961,,maj1c";
"495,B166OkVBPJR,@olivercampoy jajajaj somos tu y yo versión guiri !!! 🤣🤣,""Sep 3, 2019"",1,17847095488603941,17848081825592794,dirisi";
"496,B166OkVBPJR,@dirisi que se te va el cerebro para atrás!!!! Jajajajaajajajaja,""Sep 3, 2019"",1,17847095488603941,,olivercampoy";
"497,B166OkVBPJR,🔥🔥🔥,""Sep 3, 2019"",0,18096687469022508,,a.mia";
"498,B166OkVBPJR,Hahahha @leoniestegink 🏎💨,""Sep 3, 2019"",0,17848166800588216,,lifebymary_";
"499,B166OkVBPJR,@afcaian owow! Dat gaat mijn maag niet leuk vinden 😂😂,""Sep 3, 2019"",0,18067084324191338,18067400635084369,josetje1990";
"500,B166OkVBPJR,@josetje1990,""Sep 3, 2019"",0,18067084324191338,,afcaian";
"501,B166OkVBPJR,@neilferrier320 👍🏼👌🏼,""Sep 3, 2019"",0,17882810392412750,,cornisc";
"502,B166OkVBPJR,@hagemannlukas @julian_herz98 😂,""Sep 3, 2019"",1,17862081427492281,,fabian_egl";
"503,B166OkVBPJR,❤️❤️❤️❤️❤️,""Sep 3, 2019"",1,17972252923285699,,renodahonda";
"504,B166OkVBPJR,👍👍👍👍👍😂,""Sep 3, 2019"",1,18061841671145570,,peteris441";
"505,B166OkVBPJR,@gcochran223 🙌🔥🔥,""Sep 3, 2019"",0,17862504400495873,17916660208333452,jwjdubb";
"506,B166OkVBPJR,@jwjdubb,""Sep 3, 2019"",1,17862504400495873,,gcochran223";
"507,B166OkVBPJR,😍,""Sep 3, 2019"",1,18062151325151695,,onobit_earth";
"508,B166OkVBPJR,That guy looks like Mandarin from Iron man 3,""Sep 3, 2019"",1,17850046456577017,,harshk258";
"509,B166OkVBPJR,@rtyagi123 don't throw up next time ...+ @neheezy13,""Sep 3, 2019"",1,17936051746306823,,rahuligan34";
"510,B166OkVBPJR,😁👌,""Sep 3, 2019"",1,18065508679186226,,andreiypronin";
"511,B166OkVBPJR,@hannahquaymarkovich 😘,""Sep 3, 2019"",1,17844215245623091,,jakezerebny";
"512,B166OkVBPJR,@la_seule_narnar,""Sep 3, 2019"",0,17898374257374129,,sherif_zahran_";
"513,B166OkVBPJR,@joe_gasser und IMMER fliag mei sonnenbrille owa 🙄🙄🙄,""Sep 3, 2019"",0,18098125141030583,18060744211155745,bernadette.berger";
"514,B166OkVBPJR,@bernadette.berger 💕,""Sep 3, 2019"",1,18098125141030583,,joe_gasser";
"515,B166OkVBPJR,@isabellborge 😂 Never gets old,""Sep 3, 2019"",0,17880996061417109,17914098985339838,carswithoutgas";
"516,B166OkVBPJR,I love doing that to my passengers!! 😉😂🙌🏼,""Sep 3, 2019"",2,17880996061417109,,isabellborge";
"517,B166OkVBPJR,👍🏽,""Sep 3, 2019"",1,18067251775094836,,aviationhrg";
"518,B166OkVBPJR,""Вот что за язык такой, чтобы не говорила, а всё равно как-будто ща порно начнётся))"",""Sep 3, 2019"",0,17900411971364609,,bakhmarov";
"519,B166OkVBPJR,@tricksandbeats Facts! ⚡️,""Sep 3, 2019"",0,17858432509512759,17927015674314667,carswithoutgas";
"520,B166OkVBPJR,❤️🤣🤪👌🏼 Tesla is the best!,""Sep 3, 2019"",1,17858432509512759,,tricksandbeats";
"521,B166OkVBPJR,@pommeverte30_ 😅,""Sep 3, 2019"",0,18066869773091848,,baptistegrcn";
"522,B166OkVBPJR,@alex_meliss und mit umgebundenen fpv goggles erst recht 🔝,""Sep 3, 2019"",0,18096391669060972,,markvs_g";
"523,B166OkVBPJR,i make those,""Sep 3, 2019"",1,17887974937394657,,collinthewhite";
"524,B166OkVBPJR,@staesdave 😂😂😂,""Sep 3, 2019"",0,17872460398447637,,kimdehondt";
"525,B166OkVBPJR,@florischerer Du willst ja nicht,""Sep 3, 2019"",1,17875837318434279,,brian.on.tour";
"526,B166OkVBPJR,@jaredbushel 🤣🤣🤣🤣,""Sep 3, 2019"",1,18027946609208279,17848738666579775,asunci";
"527,B166OkVBPJR,@jaredbushel 😂😂😂😂😂😂,""Sep 4, 2019"",0,18027946609208279,17997799069261428,david_rc4";
"528,B166OkVBPJR,@asunci @david_rc4 @arturo_rub Uuuuuuuuuuh,""Sep 3, 2019"",2,18027946609208279,,jaredbushel";
"529,B166OkVBPJR,@mymom,""Sep 3, 2019"",0,17860729078501054,,thisiseliottt";
"530,B166OkVBPJR,E❤️❤️,""Sep 3, 2019"",1,17998606012258559,,_koniglena_";
"531,B166OkVBPJR,@k_ricco_ 🙌🏼🥂,""Sep 3, 2019"",0,17852767486530767,18077800693117701,carswithoutgas";
"532,B166OkVBPJR,I need to win the lotto asap 🙌🔥,""Sep 3, 2019"",1,17852767486530767,,kaits.lifexo";
"533,B166OkVBPJR,😍,""Sep 3, 2019"",1,18098212102005229,,meeer_xx";
"534,B166OkVBPJR,""@dech94aswoolfy si encore c'était comme ça mais du tout, toi ça fait un vidéo dingue 😂"",""Sep 3, 2019"",1,17847326878595493,18063988087183462,melyguy96";
"535,B166OkVBPJR,@melyguy96 les fameuses accélération 😂,""Sep 3, 2019"",0,17847326878595493,,dech94aswoolfy";
"536,B166OkVBPJR,@barszczakkk,""Sep 3, 2019"",1,17992115185271542,,fade3ct";
"537,B166OkVBPJR,@jonreistad 😂😂,""Sep 3, 2019"",0,18052056988174029,18096335143010623,theresedyvesether";
"538,B166OkVBPJR,@theresedyvesether deg mot meg,""Sep 3, 2019"",1,18052056988174029,,jonreistad";
"539,B166OkVBPJR,""@jrierab I know, right? One day you wake up and we are on Tesla’s IG.😂❤"",""Sep 3, 2019"",1,17892219412387609,17918752753324623,andreea_emilia";
"540,B166OkVBPJR,Wtf @mikepfau @andreea_emilia love it 😂,""Sep 3, 2019"",2,17892219412387609,,jrierab";
"541,B166OkVBPJR,@desireetombre,""Sep 3, 2019"",1,17852680459540002,,benjamintombre";
"542,B166OkVBPJR,@radhika.godinho 😂😂😂,""Sep 3, 2019"",0,17857129831519243,,russelgodinho";
"543,B166OkVBPJR,@africaslizzy 😋😋,""Sep 3, 2019"",0,18096873424035244,,itzskovski";
"544,B166OkVBPJR,@ida.halberg 😍😍😍,""Sep 3, 2019"",0,17865949630471206,,idasmand";
"545,B166OkVBPJR,Love 💝,""Sep 3, 2019"",1,17900621254365133,,john.philippe2017";
"546,B166OkVBPJR,@linnybucket,""Sep 3, 2019"",1,17858599015516812,,realjakegibson";
"547,B166OkVBPJR,Yellow flannel. We know what that means,""Sep 3, 2019"",1,17858376229519038,,nathanarnerlof";
"548,B166OkVBPJR,@juulia_salo 😇💜,""Sep 3, 2019"",0,18097005637003271,,eetuuma";
"549,B166OkVBPJR,""I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure."",""Sep 3, 2019"",0,17878498435429757,,soldehawaii";
"550,B166OkVBPJR,""I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure."",""Sep 3, 2019"",0,17876596042439030,,soldehawaii";
"551,B166OkVBPJR,""I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure."",""Sep 3, 2019"",1,17865640801473242,,soldehawaii";
"552,B166OkVBPJR,""I had and drove this car for 2 years, best car I’ve ever had. Her reaction is a bit ridiculous though, but driving it is a pleasure."",""Sep 3, 2019"",1,18097857421031366,,soldehawaii";
"553,B166OkVBPJR,@jurikaunisto 🏎🏎,""Sep 3, 2019"",0,17936080099305371,17923989514321396,paivihakala";
"554,B166OkVBPJR,@paivihakala 😘,""Sep 3, 2019"",0,17936080099305371,,jurikaunisto";
"555,B166OkVBPJR,🚲🚲Tesla the must,""Sep 3, 2019"",1,17918989156324614,,eughenes_mc_callan";
"556,B166OkVBPJR,@gitersonke 😉,""Sep 3, 2019"",0,17876284207438381,,flaviagitersonke";
"557,B166OkVBPJR,🤔🤔🤔🤔🤔,""Sep 3, 2019"",1,17852871625558466,,gidsmds";
"558,B166OkVBPJR,@lisarenejohnson,""Sep 3, 2019"",0,17907451702355940,,emmanuel.duverneau";
"559,B166OkVBPJR,@bandy89 not happening anymore. What a surprise huh,""Sep 3, 2019"",0,17885034136410402,18098285275000485,jerrybangbang";
"560,B166OkVBPJR,@jerrybangbang 😢,""Sep 3, 2019"",0,17885034136410402,18099399601017528,bandy89";
"561,B166OkVBPJR,@jerrybangbang let’s do it,""Sep 3, 2019"",0,17885034136410402,,bandy89";
"562,B166OkVBPJR,""@hun_aerials nope, also drives great off road (model X)"",""Sep 3, 2019"",0,17902302322366757,18017394844233493,vipor26";
"563,B166OkVBPJR,""I was wondering, does guys with teslas shave their legs?"",""Sep 3, 2019"",0,17902302322366757,,hun_aerials";
"564,B166OkVBPJR,👍,""Sep 3, 2019"",0,17864434048480786,,khokhlov6391";
"565,B166OkVBPJR,@kchand6,""Sep 3, 2019"",0,17867570962463460,,schwinn89";
"566,B166OkVBPJR,I love this 😭💖,""Sep 3, 2019"",1,17887869928398401,,sky_sky_";
"567,B166OkVBPJR,@marianne_the_md hahahaha you are too kind😂❤,""Sep 3, 2019"",0,17902017826368265,18062179813182456,andreea_emilia";
"568,B166OkVBPJR,@mikepfau @andreea_emilia the celebrity couple. You’ve been mistaken for Guy Pearce and Eva Lovia. 🤪,""Sep 3, 2019"",1,17902017826368265,,marianne_the_md";
"569,B166OkVBPJR,is a tesla more for the man or for his husband?,""Sep 3, 2019"",1,17985570286300486,,hun_aerials";
"570,B166OkVBPJR,Where is the sound. That girls is still crying in the car,""Sep 3, 2019"",1,18076162093117058,,hard_harder_hardstyle";
"571,B166OkVBPJR,@eva_mathilde,""Sep 3, 2019"",1,18000373885248483,,jonremibredesen";
"572,B166OkVBPJR,I have the same reaction all the time. 😃,""Sep 2, 2019"",1,18077388307100897,,_corena_razi";
"573,B166OkVBPJR,У кого-то сегодня будет секс ❤️,""Sep 2, 2019"",0,18096842851027314,,konstantin_butusov_official";
"574,B166OkVBPJR,@ everyoneiknow 😁,""Sep 2, 2019"",0,17860692340497993,,sariahbatt";
"575,B166OkVBPJR,👀👀👀 @mclonetattoos,""Sep 2, 2019"",0,17936317192305439,,skizzyscott";
"576,B166OkVBPJR,Have all made it to the Midwest yet? We would love to have you all in our States🙌🙌🙌😱 #TeslaRocks,""Sep 2, 2019"",1,17891904265383879,,watchnow__";
"577,B166OkVBPJR,@__dianimal remind you of anything? 🙃,""Sep 2, 2019"",0,17850259435562760,,ctown_91";
"578,B166OkVBPJR,@juliane_ruthenberg,""Sep 2, 2019"",0,17892041020381155,,ruthe100";
"579,B166OkVBPJR,@tedster827 every. Damn. Day.,""Sep 3, 2019"",0,17998026871259884,17848628773583860,tobindekorne";
"580,B166OkVBPJR,""@tobindekorne haha oops, sorry. 😬"",""Sep 3, 2019"",0,17998026871259884,17852724583549050,tedster827";
"581,B166OkVBPJR,@tedster827 hahaha it’s all fun,""Sep 3, 2019"",0,17998026871259884,18051703288169475,tobindekorne";
"582,B166OkVBPJR,@tobindekorne @agaspeed,""Sep 3, 2019"",2,17998026871259884,,tedster827";
"583,B166OkVBPJR,@annakjallstrom,""Sep 3, 2019"",1,17927261629310727,,oskar.pedersen";
"584,B166OkVBPJR,She damn flat🤷‍♂️🤷‍♂️🤷‍♂️😑😑,""Sep 3, 2019"",1,17848062934594417,,sufian_zaynk";
"585,B166OkVBPJR,Link?,""Sep 3, 2019"",1,17853667702545141,,sufian_zaynk";
"586,B166OkVBPJR,Nice @teslamotors,""Sep 3, 2019"",0,17879732596425810,,creativeinterior1996";
"587,B166OkVBPJR,@jessicasusanneswift @_wyattbliley_,""Sep 3, 2019"",0,17866113109469991,,kweimer711";
"588,B166OkVBPJR,@theherdsmen.novel,""Sep 2, 2019"",0,18077720500106024,,iamchidi";
"589,B166OkVBPJR,The speed is worth never spending a dime on your hair stylist again. 😂,""Sep 2, 2019"",1,17864614537477336,,rui.rsilva";
"590,B166OkVBPJR,@teliahrenee one day... 😏,""Sep 2, 2019"",0,17848663030579455,,johnjwilliamson";
"591,B166OkVBPJR,@danielanthonio3 👌👌,""Sep 2, 2019"",0,17971875196285184,,davidfroyo";
"592,B166OkVBPJR,This has me feeling single af,""Sep 2, 2019"",1,17867862274467298,,benjjjjaminbarrells";
"593,B166OkVBPJR,@moreuhhhh goals af,""Sep 2, 2019"",0,18096015064029339,,fakiefawg";
"594,B166OkVBPJR,I’ve got to get a Tesla first🤷🏻‍♀️😩,""Sep 2, 2019"",1,17868377698462651,,jessaleec";
"595,B166OkVBPJR,@sensarpensar she is so much calmer than me,""Sep 2, 2019"",1,18060641293157026,17936387230305408,aarvin14";
"596,B166OkVBPJR,@aarvin14 wait till we get the dual motor Y 😜,""Sep 2, 2019"",0,18060641293157026,18063427285146219,sensarpensar";
"597,B166OkVBPJR,@aarvin14,""Sep 2, 2019"",0,18060641293157026,,sensarpensar";
"598,B166OkVBPJR,Feel the Ludicrous speed of a Tesla! 🔥🚘 🎼,""Sep 2, 2019"",1,18072659875124337,,staceyrobertspilatesandyoga";
"599,B166OkVBPJR,@oxzing1,""Sep 2, 2019"",0,17848630762578461,,afrahr";
"600,B166OkVBPJR,@rchaseadams 😂😂😂,""Sep 3, 2019"",0,17850087022561211,17845482643614108,jonathanmabey";
"601,B166OkVBPJR,@jonathanmabey @alexmadamss,""Sep 2, 2019"",1,17850087022561211,,rchaseadams";
"602,B166OkVBPJR,The launch is the best part.,""Sep 2, 2019"",0,18052059061171082,18096374161060175,e_m_lang";
"603,B166OkVBPJR,@chellexmicb,""Sep 2, 2019"",0,18052059061171082,,e_m_lang";
"604,B166OkVBPJR,@sanketkudav hi pls get a Tesla 🤞🏼,""Sep 2, 2019"",0,17890338133383715,18057337639162958,hiimonikaa";
"605,B166OkVBPJR,@sanketkudav hi pls get a Tesla 🤞🏼,""Sep 2, 2019"",0,17890338133383715,17927671411309442,hiimonikaa";
"606,B166OkVBPJR,@hiimonikaa you freak out when I drive now imagine me behind the wheel of this thing.,""Sep 2, 2019"",2,17890338133383715,,sanketkudav";
"607,B166OkVBPJR,@winn.er 😬,""Sep 2, 2019"",0,17857817080507433,,dave.oliva";
"608,B166OkVBPJR,@vincent_viau nice,""Sep 3, 2019"",0,17888084245392896,18072892918123122,sim_houle7";
"609,B166OkVBPJR,@sim_houle7 @biscuit_breton @vincent_viau,""Sep 2, 2019"",0,17888084245392896,,vincent_viau";
"610,B166OkVBPJR,#ludicrousspeed🙌🏽,""Sep 2, 2019"",0,17847974560594152,,lpi684";
"611,B166OkVBPJR,@isillah77,""Sep 2, 2019"",1,18095151745056500,,mjsillah67";
"612,B166OkVBPJR,Can’t wait to have that feeling👸🏾,""Sep 2, 2019"",1,18050466934189264,,shirls_curls";
"613,B166OkVBPJR,Have you guys considered utilizing this product light for Rental Services in Urban Areas? It can be useful for Safaris and or Theme Parks as well. Consider restructuring the company. Add a Hybrid line and cut prices. This Company is in hot water and on thin ice. Sell it for Tourism in Europe and or Australia. Provide maintenance services for the rental services. Maybe use it for University settings and or Golf Courses? Ports and or Airports. Where the vehicle does not need to go far. Limit the reach to the Cities. Adjust your EBITA and also have your stock factor in your no existent P/E Ratio.,""Sep 2, 2019"",1,17859189211505218,,danczerepak";
"614,B166OkVBPJR,@xochitl0807 but she gets mad,""Sep 2, 2019"",0,17977047595301915,,tony_ortega1";
"615,B166OkVBPJR,@makmotors I need a Tesla.,""Sep 2, 2019"",0,17887750561394752,,ron.the_creator";
"616,B166OkVBPJR,@bilalsagirli ehehehesjsksk agaaaaa,""Sep 4, 2019"",1,17975008861281973,17844565042620106,aygen0";
"617,B166OkVBPJR,@aygennnnnnn ehehehehe :D,""Sep 2, 2019"",1,17975008861281973,,dnzssrl";
"618,B166OkVBPJR,@ no one cuz i don’t have a tesla 😓,""Sep 2, 2019"",1,17848025155587177,,samaraaalam";
"619,B166OkVBPJR,Who are they?,""Sep 2, 2019"",0,17847335032590420,,dblx1";
"620,B166OkVBPJR,@itsbamaya,""Sep 2, 2019"",1,18025276012222672,,gg.elim";
"621,B166OkVBPJR,@fishcat6,""Sep 2, 2019"",0,17916401224331727,,awesomeattorney";
"622,B166OkVBPJR,""I just woke up, l dreamed l killed Musk 😭"",""Sep 2, 2019"",0,18097807210010616,,hollister_kuw";
"623,B166OkVBPJR,So wait a second...this car slowly unbuttons women’s shirts? Musk you rascal.,""Sep 2, 2019"",1,18096623251038652,,donny_babe";
"624,B166OkVBPJR,@thomashle Every time 😱,""Sep 2, 2019"",0,17909845477348021,17887628692392033,amandalisinski";
"625,B166OkVBPJR,@amandalisinski,""Sep 2, 2019"",1,17909845477348021,,thomashle";
"626,B166OkVBPJR,@jakereddevils @dmalf10,""Sep 2, 2019"",1,17850006229574036,,jake.d.ruiz";
"627,B166OkVBPJR,@colethegreat14,""Sep 2, 2019"",0,17870454169450836,,_ivanvalentino";
"628,B166OkVBPJR,@lyndsey_sandra,""Sep 2, 2019"",0,18064266058132553,,haakonsj";
"629,B166OkVBPJR,@tamilasayadi,""Sep 2, 2019"",1,18060640906153880,,christianzaia";
"630,B166OkVBPJR,@kayhoolay,""Sep 2, 2019"",1,18076392796116518,,_kevinwang_";
"631,B166OkVBPJR,@alyxstewart sry not sry,""Sep 2, 2019"",1,18065837608191190,,spencerklawans";
"632,B166OkVBPJR,@s1phant,""Sep 2, 2019"",0,17985037894300722,,gandalfthetesla";
"633,B166OkVBPJR,@parini08,""Sep 2, 2019"",1,17975201551283612,,shleshs";
"634,B166OkVBPJR,@wesleyrwilliford,""Sep 2, 2019"",0,17870574943454470,,julian_salles";
"635,B166OkVBPJR,@bridger_christensen soon,""Sep 2, 2019"",1,18096488722016918,17892443089381136,eth.christensen";
"636,B166OkVBPJR,@eth.christensen,""Sep 2, 2019"",1,18096488722016918,,bridger_christensen";
"637,B166OkVBPJR,@ambika_pandey 🤣,""Sep 2, 2019"",0,18071671540123291,,rosegoldthakur";
"638,B166OkVBPJR,Tesla owners go faster on highways don’t drive like a my grandma.,""Sep 2, 2019"",1,18076048384117393,,rahat_ibn_lokum";
"639,B166OkVBPJR,@oooookeving especially after dinner🤢side note- I love that theyre also listening to cardi B bc that’s accurate as well !!😂,""Sep 3, 2019"",0,17991669811270133,18025766596217175,nadinwiddie";
"640,B166OkVBPJR,@jdinwiddie @nadinwiddie 😁😁😁,""Sep 2, 2019"",0,17991669811270133,,oooookeving";
"641,B166OkVBPJR,@frankables 😂😂😂,""Sep 2, 2019"",0,17844209734620755,17859555058498813,kendall.design";
"642,B166OkVBPJR,@kendall.design @natalie.frank,""Sep 2, 2019"",1,17844209734620755,,frankables";
"643,B166OkVBPJR,Just look at the happiness riding in a Tesla brings @superiormusclecars!,""Sep 2, 2019"",2,17872424953445762,,chrgngo";
"644,B166OkVBPJR,My 7.0 liter V-8 could give more smiles per gallon,""Sep 2, 2019"",1,17892236740385837,,_.agera._";
"645,B166OkVBPJR,@aliviafields,""Sep 2, 2019"",0,17975282578283396,,zach_fields";
"646,B166OkVBPJR,@elenakay,""Sep 2, 2019"",0,18067240222088613,,zacharyault";
"647,B166OkVBPJR,@princess_kali_luv_ sorry,""Sep 2, 2019"",1,18052489891171387,,tisalette";
"648,B166OkVBPJR,@greyci_ktt,""Sep 2, 2019"",1,18076889059104764,,jonataspc_";
"649,B166OkVBPJR,Brap brap stututu,""Sep 2, 2019"",0,17899753900367666,,nuallas._.6";
"650,B166OkVBPJR,@mlieberman_,""Sep 2, 2019"",1,18030273955205534,,jlieberman__";
"651,B166OkVBPJR,@pdtdhsimon,""Sep 2, 2019"",0,17892141358384459,,ras_simonnnn";
"652,B166OkVBPJR,I need that kind of horsepower😍🔥,""Sep 2, 2019"",1,17852970181557852,,queen.libra78";
"653,B166OkVBPJR,@brez5 I can’t help it,""Sep 2, 2019"",0,18000420304247215,,pauls24";
"654,B166OkVBPJR,🖤,""Sep 2, 2019"",0,18096863755041752,,my.georgia.lynn";
"655,B166OkVBPJR,Awesome,""Sep 2, 2019"",0,18032092528207056,,hussain_basit_awan";
"656,B166OkVBPJR,@jelly456 when I buy my Tesla we’re doing this all day long,""Sep 2, 2019"",1,17876373613437919,,ericjin0";
"657,B166OkVBPJR,@smcrawford123 👍,""Oct 2, 2019"",0,17848637341581971,17851195915606068,derekcarder";
"658,B166OkVBPJR,@derekcarder,""Sep 2, 2019"",0,17848637341581971,,smcrawford123";
"659,B166OkVBPJR,@mtm35,""Sep 2, 2019"",0,18097361959006605,,stacey_moore_kc";
"660,B166OkVBPJR,@cissel.missile u 2 me but my reaction is slightly different DYIDODFCIH,""Sep 2, 2019"",0,17864422864481579,,belchboi86";
"661,B166OkVBPJR,@iambobmae,""Sep 2, 2019"",0,17864882482478982,,jsam81";
"662,B166OkVBPJR,@ian.bott23,""Sep 2, 2019"",0,18096654508058111,,jenniferbott";
"663,B166OkVBPJR,@ericajane408,""Sep 2, 2019"",0,18079757773101270,,mrvalentin0";
"664,B166OkVBPJR,Is that avicii,""Sep 2, 2019"",0,18096096259011974,,henrywid";
"665,B166OkVBPJR,@freyaholly,""Sep 2, 2019"",0,17909078887354467,,thedanshepherd";
"666,B166OkVBPJR,@jose.a.vega yup only for single like you but not with kids like me 😜...,""Sep 2, 2019"",0,17874970666439895,17974581661283147,mommyof2z";
"667,B166OkVBPJR,@jose.a.vega yup only for single like you but not with kids like me 😜...,""Sep 2, 2019"",0,17874970666439895,17848055707588512,mommyof2z";
"668,B166OkVBPJR,@jose.a.vega YASSSSS!!!!!,""Sep 3, 2019"",1,17874970666439895,17853928000536148,momof4amazingboys";
"669,B166OkVBPJR,This interior 👌 @momof4amazingboys @jaimeavilla @rokotsekelle @mommyof2z,""Sep 2, 2019"",1,17874970666439895,,jose.a.vega";
"670,B166OkVBPJR,@tessakathleen,""Sep 2, 2019"",1,17913724261341420,,samsteyer41";
"671,B166OkVBPJR,@kevinliuqt speed,""Sep 2, 2019"",0,17923541722320626,,itslarisxs";
"672,B166OkVBPJR,لا يا شيخ,""Sep 2, 2019"",0,18077282488107982,,a.alansaari";
"673,B166OkVBPJR,Caracaaaaaaaa,""Sep 2, 2019"",0,17844176482620985,,paulossmoraes";
"674,B166OkVBPJR,@mitchmcelroybjj 😘 🚗💨,""Sep 2, 2019"",0,17848601830581020,,annabee04";
"675,B166OkVBPJR,Michael Jordan and Jackson. Paisley freedom action university.,""Sep 2, 2019"",0,18025740586218879,,paisleydescartes";
"676,B166OkVBPJR,Lovely @elonmusk,""Sep 2, 2019"",0,17914351861335940,,vivviv00";
"677,B166OkVBPJR,All for the succ,""Sep 2, 2019"",0,17870373760455468,,gingervitisbread";
"678,B166OkVBPJR,I hear cardi B AkA The worst Female “artist ever “ But on a good note this amazing car 🤠,""Sep 2, 2019"",0,18096762586039898,,elfamosojuicy";
